institution,year,HD2014.State abbreviation,
California University of Pennsylvania,2014,Pennsylvania,
Carlow University,2014,Pennsylvania,
Carnegie Mellon University,2014,Pennsylvania,
Cedar Crest College,2014,Pennsylvania,
Central Penn College,2014,Pennsylvania,
Chatham University,2014,Pennsylvania,
Chestnut Hill College,2014,Pennsylvania,
Cheyney University of Pennsylvania,2014,Pennsylvania,
Clarion University of Pennsylvania,2014,Pennsylvania,
Curtis Institute of Music,2014,Pennsylvania,
Delaware Valley College,2014,Pennsylvania,
Dickinson College,2014,Pennsylvania,
Drexel University,2014,Pennsylvania,
Duquesne University,2014,Pennsylvania,
East Stroudsburg University of Pennsylvania,2014,Pennsylvania,
Eastern University,2014,Pennsylvania,
Edinboro University of Pennsylvania,2014,Pennsylvania,
Elizabethtown College,2014,Pennsylvania,
Faith Theological Seminary,2014,Maryland,
Franklin and Marshall College,2014,Pennsylvania,
Gannon University,2014,Pennsylvania,
Geneva College,2014,Pennsylvania,
Gettysburg College,2014,Pennsylvania,
Gwynedd Mercy University,2014,Pennsylvania,
Haverford College,2014,Pennsylvania,
Holy Family University,2014,Pennsylvania,
Hussian School of Art,2014,Pennsylvania,
Immaculata University,2014,Pennsylvania,
Indiana University of Pennsylvania-Main Campus,2014,Pennsylvania,
Juniata College,2014,Pennsylvania,
Keystone College,2014,Pennsylvania,
King's College,2014,Pennsylvania,
Kutztown University of Pennsylvania,2014,Pennsylvania,
La Roche College,2014,Pennsylvania,
La Salle University,2014,Pennsylvania,
Lafayette College,2014,Pennsylvania,
Lancaster Bible College,2014,Pennsylvania,
Lebanon Valley College,2014,Pennsylvania,
Lehigh University,2014,Pennsylvania,
Lincoln University of Pennsylvania,2014,Pennsylvania,
Lock Haven University,2014,Pennsylvania,
Lycoming College,2014,Pennsylvania,
Mansfield University of Pennsylvania,2014,Pennsylvania,
Marywood University,2014,Pennsylvania,
Mercyhurst University,2014,Pennsylvania,
Messiah College,2014,Pennsylvania,
Millersville University of Pennsylvania,2014,Pennsylvania,
Misericordia University,2014,Pennsylvania,
Moore College of Art and Design,2014,Pennsylvania,
Moravian College,2014,Pennsylvania,
Mount Aloysius College,2014,Pennsylvania,
Muhlenberg College,2014,Pennsylvania,
Neumann University,2014,Pennsylvania,
Pennsylvania State University-Penn State Erie-Behrend College,2014,Pennsylvania,
Pennsylvania State University-Penn State New Kensington,2014,Pennsylvania,
Pennsylvania State University-Penn State Shenango,2014,Pennsylvania,
Pennsylvania State University-Penn State Wilkes-Barre,2014,Pennsylvania,
Pennsylvania State University-Penn State Worthington Scranton,2014,Pennsylvania,
Pennsylvania State University-Penn State Lehigh Valley,2014,Pennsylvania,
Pennsylvania State University-Penn State Altoona,2014,Pennsylvania,
Pennsylvania State University-Penn State Beaver,2014,Pennsylvania,
Pennsylvania State University-Penn State Berks,2014,Pennsylvania,
Pennsylvania State University-Penn State Harrisburg,2014,Pennsylvania,
Pennsylvania State University-Penn State Brandywine,2014,Pennsylvania,
Pennsylvania State University-Penn State Dubois,2014,Pennsylvania,
Pennsylvania State University-Penn State Fayette- Eberly,2014,Pennsylvania,
Pennsylvania State University-Penn State Hazleton,2014,Pennsylvania,
Pennsylvania State University-Main Campus,2014,Pennsylvania,
Pennsylvania State University-Penn State Greater Allegheny,2014,Pennsylvania,
Pennsylvania State University-Penn State Mont Alto,2014,Pennsylvania,
Pennsylvania State University-Penn State Abington,2014,Pennsylvania,
Pennsylvania State University-Penn State Schuylkill,2014,Pennsylvania,
Pennsylvania State University-Penn State York,2014,Pennsylvania,
Peirce College,2014,Pennsylvania,
Pennsylvania Academy of the Fine Arts,2014,Pennsylvania,
Pennsylvania College of Art and Design,2014,Pennsylvania,
University of Pennsylvania,2014,Pennsylvania,
Philadelphia University,2014,Pennsylvania,
The University of the Arts,2014,Pennsylvania,
Cairn University-Langhorne,2014,Pennsylvania,
University of the Sciences,2014,Pennsylvania,
University of Pittsburgh-Bradford,2014,Pennsylvania,
University of Pittsburgh-Greensburg,2014,Pennsylvania,
University of Pittsburgh-Johnstown,2014,Pennsylvania,
University of Pittsburgh-Pittsburgh Campus,2014,Pennsylvania,
Point Park University,2014,Pennsylvania,
Reformed Presbyterian Theological Seminary,2014,Pennsylvania,
The Restaurant School at Walnut Hill College,2014,Pennsylvania,
Robert Morris University,2014,Pennsylvania,
Rosemont College,2014,Pennsylvania,
Saint Francis University,2014,Pennsylvania,
Saint Joseph's University,2014,Pennsylvania,
Saint Vincent College,2014,Pennsylvania,
University of Scranton,2014,Pennsylvania,
Seton Hill University,2014,Pennsylvania,
Shippensburg University of Pennsylvania,2014,Pennsylvania,
Slippery Rock University of Pennsylvania,2014,Pennsylvania,
Saint Charles Borromeo Seminary-Overbrook,2014,Pennsylvania,
Susquehanna University,2014,Pennsylvania,
Swarthmore College,2014,Pennsylvania,
Talmudical Yeshiva of Philadelphia,2014,Pennsylvania,
Temple University,2014,Pennsylvania,
Thiel College,2014,Pennsylvania,
Ursinus College,2014,Pennsylvania,
Valley Forge Christian College,2014,Pennsylvania,
Villanova University,2014,Pennsylvania,
Washington & Jefferson College,2014,Pennsylvania,
Waynesburg University,2014,Pennsylvania,
West Chester University of Pennsylvania,2014,Pennsylvania,
Westminster College,2014,Pennsylvania,
Widener University-Main Campus,2014,Pennsylvania,
Wilkes University,2014,Pennsylvania,
Wilson College,2014,Pennsylvania,
Yeshivath Beth Moshe,2014,Pennsylvania,
York College Pennsylvania,2014,Pennsylvania,
Brown University,2014,Rhode Island,
Bryant University,2014,Rhode Island,
Johnson & Wales University-Providence,2014,Rhode Island,
New England Institute of Technology,2014,Rhode Island,
Providence College,2014,Rhode Island,
Rhode Island College,2014,Rhode Island,
University of Rhode Island,2014,Rhode Island,
Rhode Island School of Design,2014,Rhode Island,
Roger Williams University,2014,Rhode Island,
Salve Regina University,2014,Rhode Island,
Northpoint Bible College,2014,Massachusetts,
Allen University,2014,South Carolina,
Anderson University,2014,South Carolina,
Charleston Southern University,2014,South Carolina,
Benedict College,2014,South Carolina,
Bob Jones University,2014,South Carolina,
Southern Wesleyan University,2014,South Carolina,
College of Charleston,2014,South Carolina,
Citadel Military College of South Carolina,2014,South Carolina,
Claflin University,2014,South Carolina,
Clemson University,2014,South Carolina,
Clinton College,2014,South Carolina,
Coker College,2014,South Carolina,
Columbia International University,2014,South Carolina,
Columbia College,2014,South Carolina,
Converse College,2014,South Carolina,
Erskine College,2014,South Carolina,
Francis Marion University,2014,South Carolina,
Furman University,2014,South Carolina,
Lander University,2014,South Carolina,
Limestone College,2014,South Carolina,
Morris College,2014,South Carolina,
Newberry College,2014,South Carolina,
North Greenville University,2014,South Carolina,
Presbyterian College,2014,South Carolina,
University of South Carolina-Aiken,2014,South Carolina,
University of South Carolina-Beaufort,2014,South Carolina,
University of South Carolina-Columbia,2014,South Carolina,
Coastal Carolina University,2014,South Carolina,
South Carolina State University,2014,South Carolina,
University of South Carolina-Upstate,2014,South Carolina,
Voorhees College,2014,South Carolina,
Winthrop University,2014,South Carolina,
Wofford College,2014,South Carolina,
Augustana College,2014,South Dakota,
Black Hills State University,2014,South Dakota,
Dakota State University,2014,South Dakota,
Dakota Wesleyan University,2014,South Dakota,
Mount Marty College,2014,South Dakota,
National American University-Rapid City,2014,South Dakota,
National American University-Sioux Falls,2014,South Dakota,
Northern State University,2014,South Dakota,
Oglala Lakota College,2014,South Dakota,
Presentation College,2014,South Dakota,
South Dakota School of Mines and Technology,2014,South Dakota,
South Dakota State University,2014,South Dakota,
Sinte Gleska University,2014,South Dakota,
University of Sioux Falls,2014,South Dakota,
University of South Dakota,2014,South Dakota,
American Baptist College,2014,Tennessee,
Aquinas College,2014,Tennessee,
Austin Peay State University,2014,Tennessee,
Baptist Memorial College of Health Sciences,2014,Tennessee,
Belmont University,2014,Tennessee,
Bethel University,2014,Tennessee,
Bryan College-Dayton,2014,Tennessee,
Carson-Newman University,2014,Tennessee,
Christian Brothers University,2014,Tennessee,
Cumberland University,2014,Tennessee,
Lipscomb University,2014,Tennessee,
Daymar Institute-Nashville,2014,Tennessee,
East Tennessee State University,2014,Tennessee,
Fisk University,2014,Tennessee,
Welch College,2014,Tennessee,
Freed-Hardeman University,2014,Tennessee,
Hiwassee College,2014,Tennessee,
Johnson University,2014,Tennessee,
King University,2014,Tennessee,
South College,2014,Tennessee,
Lane College,2014,Tennessee,
Le Moyne-Owen College,2014,Tennessee,
Lee University,2014,Tennessee,
Lincoln Memorial University,2014,Tennessee,
Martin Methodist College,2014,Tennessee,
Maryville College,2014,Tennessee,
Memphis College of Art,2014,Tennessee,
University of Memphis,2014,Tennessee,
Middle Tennessee State University,2014,Tennessee,
Milligan College,2014,Tennessee,
O'More College of Design,2014,Tennessee,
Rhodes College,2014,Tennessee,
Sewanee-The University of the South,2014,Tennessee,
Southern Adventist University,2014,Tennessee,
Tennessee Wesleyan College,2014,Tennessee,
The University of Tennessee-Chattanooga,2014,Tennessee,
The University of Tennessee-Knoxville,2014,Tennessee,
The University of Tennessee-Martin,2014,Tennessee,
Fountainhead College of Technology,2014,Tennessee,
Tennessee State University,2014,Tennessee,
Tennessee Technological University,2014,Tennessee,
Tennessee Temple University,2014,Tennessee,
Trevecca Nazarene University,2014,Tennessee,
Tusculum College,2014,Tennessee,
Union University,2014,Tennessee,
Vanderbilt University,2014,Tennessee,
Abilene Christian University,2014,Texas,
Angelo State University,2014,Texas,
Arlington Baptist College,2014,Texas,
The Art Institute of Houston,2014,Texas,
Austin College,2014,Texas,
Baptist Missionary Association Theological Seminary,2014,Texas,
Baylor University,2014,Texas,
Remington College-Dallas Campus,2014,Texas,
Brazosport College,2014,Texas,
Concordia University-Texas,2014,Texas,
Texas A & M University-Corpus Christi,2014,Texas,
Dallas Baptist University,2014,Texas,
Dallas Christian College,2014,Texas,
University of Dallas,2014,Texas,
Career Point College,2014,Texas,
East Texas Baptist University,2014,Texas,
Texas A & M University-Texarkana,2014,Texas,
Texas A & M University-Commerce,2014,Texas,
South University-The Art Institute of Dallas,2014,Texas,
Hallmark College,2014,Texas,
Hardin-Simmons University,2014,Texas,
Houston Baptist University,2014,Texas,
University of Houston-Clear Lake,2014,Texas,
University of Houston-Downtown,2014,Texas,
University of Houston-Victoria,2014,Texas,
University of Houston,2014,Texas,
Howard Payne University,2014,Texas,
Huston-Tillotson University,2014,Texas,
University of the Incarnate Word,2014,Texas,
ITT Technical Institute-Arlington,2014,Texas,
ITT Technical Institute-Houston West,2014,Texas,
Jarvis Christian College,2014,Texas,
Lamar University,2014,Texas,
Texas A & M International University,2014,Texas,
LeTourneau University,2014,Texas,
Lubbock Christian University,2014,Texas,
University of Mary Hardin-Baylor,2014,Texas,
McMurry University,2014,Texas,
Midland College,2014,Texas,
Midwestern State University,2014,Texas,
Wade College,2014,Texas,
University of North Texas,2014,Texas,
Northwood University-Texas,2014,Texas,
Our Lady of the Lake University,2014,Texas,
The University of Texas-Pan American,2014,Texas,
The University of Texas at Brownsville,2014,Texas,
Paul Quinn College,2014,Texas,
Prairie View A & M University,2014,Texas,
Rice University,2014,Texas,
Saint Edward's University,2014,Texas,
University of St Thomas,2014,Texas,
Sam Houston State University,2014,Texas,
Schreiner University,2014,Texas,
St Mary's University,2014,Texas,
Southern Methodist University,2014,Texas,
Southwestern Assemblies of God University,2014,Texas,
Southwestern University,2014,Texas,
Stephen F Austin State University,2014,Texas,
Texas State University,2014,Texas,
Southwestern Adventist University,2014,Texas,
Southwestern Christian College,2014,Texas,
Sul Ross State University,2014,Texas,
Tarleton State University,2014,Texas,
Texas A & M University-Kingsville,2014,Texas,
Texas A & M University-College Station,2014,Texas,
The University of Texas at Arlington,2014,Texas,
The University of Texas at Austin,2014,Texas,
The University of Texas at Dallas,2014,Texas,
The University of Texas at El Paso,2014,Texas,
The University of Texas at Tyler,2014,Texas,
Texas Christian University,2014,Texas,
Texas College,2014,Texas,
Texas Lutheran University,2014,Texas,
The University of Texas of the Permian Basin,2014,Texas,
The University of Texas at San Antonio,2014,Texas,
Texas Southern University,2014,Texas,
Texas Tech University,2014,Texas,
Texas Wesleyan University,2014,Texas,
Texas Woman's University,2014,Texas,
Trinity University,2014,Texas,
Wayland Baptist University,2014,Texas,
West Texas A & M University,2014,Texas,
Wiley College,2014,Texas,
Brigham Young University-Provo,2014,Utah,
Brigham Young University-Hawaii,2014,Hawaii,
Broadview University-West Jordan,2014,Utah,
Dixie State University,2014,Utah,
Eagle Gate College-Murray,2014,Utah,
ITT Technical Institute-Murray,2014,Utah,
Everest College-Salt Lake City,2014,Utah,
Snow College,2014,Utah,
Southern Utah University,2014,Utah,
Stevens-Henager College-Ogden,2014,Utah,
Stevens-Henager College of Business-Provo,2014,Utah,
Utah State University,2014,Utah,
Utah Valley University,2014,Utah,
University of Utah,2014,Utah,
Weber State University,2014,Utah,
Westminster College,2014,Utah,
Bennington College,2014,Vermont,
Burlington College,2014,Vermont,
Castleton State College,2014,Vermont,
Champlain College,2014,Vermont,
Goddard College,2014,Vermont,
Green Mountain College,2014,Vermont,
Johnson State College,2014,Vermont,
Lyndon State College,2014,Vermont,
Marlboro College,2014,Vermont,
Middlebury College,2014,Vermont,
New England Culinary Institute,2014,Vermont,
Norwich University,2014,Vermont,
Saint Michael's College,2014,Vermont,
College of St Joseph,2014,Vermont,
Southern Vermont College,2014,Vermont,
Sterling College,2014,Vermont,
Vermont Technical College,2014,Vermont,
University of Vermont,2014,Vermont,
Averett University,2014,Virginia,
Bluefield College,2014,Virginia,
Bridgewater College,2014,Virginia,
College of William and Mary,2014,Virginia,
Regent University,2014,Virginia,
Christopher Newport University,2014,Virginia,
Bryant & Stratton College-Virginia Beach,2014,Virginia,
Bryant & Stratton College-Richmond,2014,Virginia,
Jefferson College of Health Sciences,2014,Virginia,
Centura College-Virginia Beach,2014,Virginia,
Emory & Henry College,2014,Virginia,
Eastern Mennonite University,2014,Virginia,
Ferrum College,2014,Virginia,
George Mason University,2014,Virginia,
Hampden-Sydney College,2014,Virginia,
Hampton University,2014,Virginia,
Hollins University,2014,Virginia,
James Madison University,2014,Virginia,
Liberty University,2014,Virginia,
Longwood University,2014,Virginia,
Lynchburg College,2014,Virginia,
Mary Baldwin College,2014,Virginia,
University of Mary Washington,2014,Virginia,
Marymount University,2014,Virginia,
American National University,2014,Virginia,
Norfolk State University,2014,Virginia,
Old Dominion University,2014,Virginia,
Radford University,2014,Virginia,
Randolph-Macon College,2014,Virginia,
Randolph College,2014,Virginia,
Bon Secours Memorial College of Nursing,2014,Virginia,
University of Richmond,2014,Virginia,
Roanoke College,2014,Virginia,
Shenandoah University,2014,Virginia,
Southern Virginia University,2014,Virginia,
Strayer University-Virginia,2014,Virginia,
Sweet Briar College,2014,Virginia,
The University of Virginia's College at Wise,2014,Virginia,
Virginia Polytechnic Institute and State University,2014,Virginia,
Virginia Commonwealth University,2014,Virginia,
University of Virginia-Main Campus,2014,Virginia,
Virginia Military Institute,2014,Virginia,
Virginia University of Lynchburg,2014,Virginia,
Virginia State University,2014,Virginia,
Virginia Union University,2014,Virginia,
Virginia Wesleyan College,2014,Virginia,
Washington and Lee University,2014,Virginia,
The Art Institute of Seattle,2014,Washington,
Bellevue College,2014,Washington,
Central Washington University,2014,Washington,
Centralia College,2014,Washington,
Clover Park Technical College,2014,Washington,
Columbia Basin College,2014,Washington,
Cornish College of the Arts,2014,Washington,
Eastern Washington University,2014,Washington,
The Evergreen State College,2014,Washington,
Gonzaga University,2014,Washington,
Green River Community College,2014,Washington,
Heritage University,2014,Washington,
Highline Community College,2014,Washington,
ITT Technical Institute-Seattle,2014,Washington,
ITT Technical Institute-Spokane Valley,2014,Washington,
Lake Washington Institute of Technology,2014,Washington,
Trinity Lutheran College,2014,Washington,
Seattle Community College-North Campus,2014,Washington,
Northwest University,2014,Washington,
Olympic College,2014,Washington,
Pacific Lutheran University,2014,Washington,
Peninsula College,2014,Washington,
University of Puget Sound,2014,Washington,
Saint Martin's University,2014,Washington,
Seattle Community College-South Campus,2014,Washington,
Seattle Central College,2014,Washington,
Seattle Pacific University,2014,Washington,
Seattle University,2014,Washington,
Skagit Valley College,2014,Washington,
Walla Walla University,2014,Washington,
Washington State University,2014,Washington,
University of Washington-Seattle Campus,2014,Washington,
Western Washington University,2014,Washington,
Whitman College,2014,Washington,
Whitworth University,2014,Washington,
Yakima Valley Community College,2014,Washington,
Alderson Broaddus University,2014,West Virginia,
Appalachian Bible College,2014,West Virginia,
Bethany College,2014,West Virginia,
Bluefield State College,2014,West Virginia,
University of Charleston,2014,West Virginia,
Concord University,2014,West Virginia,
Davis & Elkins College,2014,West Virginia,
Fairmont State University,2014,West Virginia,
Glenville State College,2014,West Virginia,
Marshall University,2014,West Virginia,
Ohio Valley University,2014,West Virginia,
West Virginia University at Parkersburg,2014,West Virginia,
Potomac State College of West Virginia University,2014,West Virginia,
Salem International University,2014,West Virginia,
Shepherd University,2014,West Virginia,
West Virginia State University,2014,West Virginia,
West Liberty University,2014,West Virginia,
West Virginia University Institute of Technology,2014,West Virginia,
West Virginia Wesleyan College,2014,West Virginia,
West Virginia University,2014,West Virginia,
Wheeling Jesuit University,2014,West Virginia,
Alverno College,2014,Wisconsin,
Madison Area Technical College,2014,Wisconsin,
Bellin College,2014,Wisconsin,
Beloit College,2014,Wisconsin,
Cardinal Stritch University,2014,Wisconsin,
Carroll University,2014,Wisconsin,
Carthage College,2014,Wisconsin,
Concordia University-Wisconsin,2014,Wisconsin,
Edgewood College,2014,Wisconsin,
ITT Technical Institute-Greenfield,2014,Wisconsin,
Lakeland College,2014,Wisconsin,
Lawrence University,2014,Wisconsin,
Maranatha Baptist University,2014,Wisconsin,
Marian University,2014,Wisconsin,
Marquette University,2014,Wisconsin,
Milwaukee Institute of Art & Design,2014,Wisconsin,
Milwaukee School of Engineering,2014,Wisconsin,
Mount Mary University,2014,Wisconsin,
Northland International University,2014,Wisconsin,
Northland College,2014,Wisconsin,
Ripon College,2014,Wisconsin,
Saint Norbert College,2014,Wisconsin,
Silver Lake College of the Holy Family,2014,Wisconsin,
Bryant & Stratton College-Milwaukee,2014,Wisconsin,
Viterbo University,2014,Wisconsin,
University of Wisconsin-Whitewater,2014,Wisconsin,
University of Wisconsin-Eau Claire,2014,Wisconsin,
University of Wisconsin-Green Bay,2014,Wisconsin,
University of Wisconsin-La Crosse,2014,Wisconsin,
Wisconsin Lutheran College,2014,Wisconsin,
University of Wisconsin-Oshkosh,2014,Wisconsin,
University of Wisconsin-Parkside,2014,Wisconsin,
Herzing University-Madison,2014,Wisconsin,
University of Wisconsin-Stout,2014,Wisconsin,
University of Wisconsin-Superior,2014,Wisconsin,
University of Wisconsin-Madison,2014,Wisconsin,
University of Wisconsin-Milwaukee,2014,Wisconsin,
University of Wisconsin-Platteville,2014,Wisconsin,
University of Wisconsin-River Falls,2014,Wisconsin,
University of Wisconsin-Stevens Point,2014,Wisconsin,
University of Wyoming,2014,Wyoming,
Stanford University,2014,California,
Purdue University-Main Campus,2014,Indiana,
Parker University,2014,Texas,
ITT Technical Institute-Sylmar,2014,California,
ITT Technical Institute-Westminster,2014,Colorado,
Widener University-Delaware Campus,2014,Delaware,
City College-Fort Lauderdale,2014,Florida,
Vatterott College-Berkeley,2014,Missouri,
St John's College,2014,New Mexico,
Bais Medrash Elyon,2014,New York,
Antioch University-Seattle,2014,Washington,
Mid-America Christian University,2014,Oklahoma,
Platt College-Tulsa,2014,Oklahoma,
Unification Theological Seminary,2014,New York,
Beckfield College-Florence,2014,Kentucky,
Landmark College,2014,Vermont,
National American University-Independence,2014,Missouri,
Yeshiva Gedolah of Greater Detroit,2014,Michigan,
National American University-Albuquerque,2014,New Mexico,
ECPI University,2014,Virginia,
ITT Technical Institute-Newburgh,2014,Indiana,
South University-Columbia,2014,South Carolina,
Everest University-Brandon,2014,Florida,
Platt College-Los Angeles,2014,California,
Platt College-Aurora,2014,Colorado,
Kaplan University-Davenport Campus,2014,Iowa,
Kaplan University-Cedar Falls Campus,2014,Iowa,
Christian Life College,2014,Illinois,
ITT Technical Institute-Arlington Heights,2014,Illinois,
ITT Technical Institute-Troy,2014,Michigan,
Skyline College-Roanoke,2014,Virginia,
Brandman University,2014,California,
New College of Florida,2014,Florida,
Le Cordon Bleu College of Culinary Arts-Scottsdale,2014,Arizona,
Daymar College-Bowling Green,2014,Kentucky,
Yeshivah Gedolah Rabbinical College,2014,Florida,
University of Advancing Technology,2014,Arizona,
Madison Media Institute,2014,Wisconsin,
South Florida Bible College and Theological Seminary,2014,Florida,
Pennsylvania College of Technology,2014,Pennsylvania,
Southwest Florida College,2014,Florida,
ITT Technical Institute-Norwood,2014,Massachusetts,
ITT Technical Institute-Knoxville,2014,Tennessee,
ITT Technical Institute-Austin,2014,Texas,
ITT Technical Institute-Houston North,2014,Texas,
California State University-San Marcos,2014,California,
Argosy University-Hawaii,2014,Hawaii,
Kaplan University-Des Moines Campus,2014,Iowa,
McNally Smith College of Music,2014,Minnesota,
Colorado Heights University,2014,Colorado,
Hodges University,2014,Florida,
Everest University-Lakeland,2014,Florida,
Argosy University-Atlanta,2014,Georgia,
Daymar Institute-Clarksville,2014,Tennessee,
Nossi College of Art,2014,Tennessee,
ITT Technical Institute-Norfolk,2014,Virginia,
ITT Technical Institute-Albuquerque,2014,New Mexico,
Bryan University,2014,Missouri,
Bryant & Stratton College-Eastlake,2014,Ohio,
Fremont College,2014,California,
ITT Technical Institute-Lake Mary,2014,Florida,
Remington College-Honolulu Campus,2014,Hawaii,
New England School of Communications,2014,Maine,
Bryant & Stratton College-Southtowns,2014,New York,
Yeshiva Gedolah Imrei Yosef D'spinka,2014,New York,
Brown Mackie College-Findlay,2014,Ohio,
ITT Technical Institute-San Antonio,2014,Texas,
Northwest College of Art & Design,2014,Washington,
University of Washington-Bothell Campus,2014,Washington,
University of Washington-Tacoma Campus,2014,Washington,
ITT Technical Institute-Torrance,2014,California,
Pacific College of Oriental Medicine-San Diego,2014,California,
Center for Advanced Legal Studies,2014,Texas,
Northwest Indian College,2014,Washington,
University of Phoenix-Utah Campus,2014,Utah,
Baker College of Port Huron,2014,Michigan,
Westwood College-Denver South,2014,Colorado,
ITT Technical Institute-San Bernardino,2014,California,
Beacon College,2014,Florida,
University of the Potomac-Washington DC Campus,2014,District of Columbia,
Rabbi Jacob Joseph School,2014,New Jersey,
Everglades University,2014,Florida,
Herzing University-Winter Park,2014,Florida,
College of Biblical Studies-Houston,2014,Texas,
Everest University-South Orlando,2014,Florida,
Watkins College of Art Design & Film,2014,Tennessee,
Bristol University,2014,California,
Mt Sierra College,2014,California,
Southern California Institute of Technology,2014,California,
Soka University of America,2014,California,
World Mission University,2014,California,
Southwest University of Visual Arts-Albuquerque,2014,New Mexico,
Baker College of Auburn Hills,2014,Michigan,
Baker College of Clinton Township,2014,Michigan,
Schiller International University,2014,Florida,
Baker College of Cadillac,2014,Michigan,
Yeshivas Novominsk,2014,New York,
Rabbinical College of Ohr Shimon Yisroel,2014,New York,
University of Phoenix-Albuquerque Campus,2014,New Mexico,
Westwood College-Dupage,2014,Illinois,
Wright Career College,2014,Kansas,
City College-Gainesville,2014,Florida,
Arizona State University-West,2014,Arizona,
ITT Technical Institute-Jacksonville,2014,Florida,
Minnesota School of Business-Brooklyn Center,2014,Minnesota,
ITT Technical Institute-Omaha,2014,Nebraska,
Brown Mackie College-Fort Wayne,2014,Indiana,
Florida National University-Main Campus,2014,Florida,
ITT Technical Institute-Fort Lauderdale,2014,Florida,
South Texas College,2014,Texas,
California State University-Monterey Bay,2014,California,
The Art Institute of California-Argosy University Hollywood,2014,California,
Remington College-Memphis Campus,2014,Tennessee,
College of Menominee Nation,2014,Wisconsin,
ITT Technical Institute-Little Rock,2014,Arkansas,
ITT Technical Institute-Oxnard,2014,California,
ITT Technical Institute-Louisville,2014,Kentucky,
ITT Technical Institute-Greenville,2014,South Carolina,
ITT Technical Institute-Cordova,2014,Tennessee,
Baker College of Jackson,2014,Michigan,
ITT Technical Institute-Everett,2014,Washington,
ITT Technical Institute-Bessemer,2014,Alabama,
ITT Technical Institute-Orland Park,2014,Illinois,
Pacific College of Oriental Medicine-New York,2014,New York,
Baker College Center for Graduate Studies,2014,Michigan,
Johnson & Wales University-North Miami,2014,Florida,
Trine University-Regional/Non-Traditional Campuses,2014,Indiana,
College of Business and Technology-Kendall,2014,Florida,
Messenger College,2014,Texas,
New York College of Health Professions,2014,New York,
Argosy University-Washington DC,2014,Virginia,
Everest University-Melbourne,2014,Florida,
University of Phoenix-Hawaii Campus,2014,Hawaii,
Virginia College-Birmingham,2014,Alabama,
Virginia College-Huntsville,2014,Alabama,
Yeshiva D'monsey Rabbinical College,2014,New York,
Arizona State University-Polytechnic,2014,Arizona,
Argosy University-Schaumburg,2014,Illinois,
Living Arts College,2014,North Carolina,
Eastern International College-Jersey City,2014,New Jersey,
Pacific College,2014,California,
Embry-Riddle Aeronautical University-Worldwide,2014,Florida,
ITT Technical Institute-Webster,2014,Texas,
Ottawa University-Milwaukee,2014,Wisconsin,
Argosy University-Tampa,2014,Florida,
The Illinois Institute of Art-Schaumburg,2014,Illinois,
The Art Institute of Phoenix,2014,Arizona,
ITT Technical Institute-Henderson,2014,Nevada,
Colorado Technical University-Greenwood Village,2014,Colorado,
Strayer University-Maryland,2014,Maryland,
ITT Technical Institute-Miami,2014,Florida,
ITT Technical Institute-Norwood,2014,Ohio,
ITT Technical Institute-Strongsville,2014,Ohio,
The Creative Center,2014,Nebraska,
New Hampshire Institute of Art,2014,New Hampshire,
Yeshiva of the Telshe Alumni,2014,New York,
University of Phoenix-Western Washington Campus,2014,Washington,
University of Phoenix-Oregon Campus,2014,Oregon,
Platt College-Ontario,2014,California,
The Art Institute of California-Argosy University Los Angeles,2014,California,
American University of Health Sciences,2014,California,
Santa Barbara Business College-Ventura,2014,California,
Herzing University-Kenner,2014,Louisiana,
Florida Gulf Coast University,2014,Florida,
ITT Technical Institute-Richardson,2014,Texas,
Charter College-Canyon Country,2014,California,
Michigan Jewish Institute,2014,Michigan,
City College-Miami,2014,Florida,
ITT Technical Institute-Arnold,2014,Missouri,
ITT Technical Institute-Oak Brook,2014,Illinois,
Yeshiva College of the Nations Capital,2014,Maryland,
University of Phoenix-Maryland Campus,2014,Maryland,
Argosy University-Phoenix,2014,Arizona,
Vatterott College-Sunset Hills,2014,Missouri,
Los Angeles Film School,2014,California,
Argosy University-Orange County,2014,California,
National American University-Bloomington,2014,Minnesota,
International Baptist College and Seminary,2014,Arizona,
Professional Training Centers,2014,Florida,
University of Connecticut-Tri-Campus,2014,Connecticut,
University of Connecticut-Avery Point,2014,Connecticut,
University of Connecticut-Stamford,2014,Connecticut,
ITT Technical Institute-Saint Rose,2014,Louisiana,
ITT Technical Institute-Richmond,2014,Virginia,
University of Management and Technology,2014,Virginia,
ITT Technical Institute-Lathrop,2014,California,
Westwood College-Anaheim,2014,California,
Stevens-Henager College-Murray,2014,Utah,
Brookline College-Tucson,2014,Arizona,
Stratford University,2014,Virginia,
American InterContinental University-Atlanta,2014,Georgia,
Everest University-Jacksonville,2014,Florida,
Argosy University-Seattle,2014,Washington,
ITT Technical Institute-Wilmington,2014,Massachusetts,
Johnson & Wales University-Denver,2014,Colorado,
University of Phoenix-Cleveland Campus,2014,Ohio,
Crossroads Bible College,2014,Indiana,
King's University,2014,Texas,
Acupuncture and Massage College,2014,Florida,
Westwood College-River Oaks,2014,Illinois,
ITT Technical Institute-Green Bay,2014,Wisconsin,
Everest College-Ontario Metro,2014,California,
The Art Institute of Washington,2014,Virginia,
University of Phoenix-Boston Campus,2014,Massachusetts,
University of Phoenix-Milwaukee Campus,2014,Wisconsin,
University of Phoenix-Idaho Campus,2014,Idaho,
Westwood College-Inland Empire,2014,California,
